question_id,block_id,contains_gold_fact,attention_mass,rank,policy
Q0003,36,false,0.009382,38,COLD
Q0003,37,false,0.008795,41,COLD
Q0003,38,false,0.013707,19,WARM
Q0003,39,false,0.019739,10,HOT
Q0003,40,false,0.013099,20,WARM
Q0003,41,false,0.014377,16,HOT
Q0003,42,false,0.017668,13,HOT
Q0003,43,false,0.016978,14,HOT
Q0003,44,false,0.018318,12,HOT
Q0003,45,false,0.021871,8,HOT
Q0003,46,false,0.028928,6,HOT
Q0003,47,false,0.033848,5,HOT
Q0003,48,false,0.083453,3,HOT
Q0003,49,false,0.164035,1,HOT
Q0004,0,false,0.083846,3,HOT
Q0004,1,false,0.015166,22,WARM
Q0004,2,false,0.008238,38,COLD
Q0004,3,false,0.005314,48,COLD
Q0004,4,false,0.006432,45,COLD
Q0004,5,false,0.007597,41,COLD
Q0004,6,false,0.007941,39,COLD
Q0004,7,false,0.010308,32,COLD
Q0004,8,false,0.008425,37,COLD
Q0004,9,false,0.011355,30,COLD
Q0004,10,false,0.012635,26,COLD
Q0004,11,false,0.009050,35,COLD
Q0004,12,false,0.007723,40,COLD
Q0004,13,false,0.006891,43,COLD
Q0004,14,false,0.006762,44,COLD
Q0004,15,false,0.006041,47,COLD
Q0004,16,false,0.011362,29,COLD
Q0004,17,false,0.007271,42,COLD
Q0004,18,false,0.003979,50,COLD
Q0004,19,false,0.004053,49,COLD
Q0004,20,false,0.006322,46,COLD
Q0004,21,false,0.009043,36,COLD
Q0004,22,false,0.011747,28,COLD
Q0004,23,false,0.014324,25,COLD
Q0004,24,false,0.015810,17,WARM
Q0004,25,false,0.015772,18,WARM
Q0004,26,false,0.014517,24,WARM
Q0004,27,false,0.014900,23,WARM
Q0004,28,false,0.015573,20,WARM
Q0004,29,true,0.097847,2,HOT
Q0004,30,false,0.028063,6,HOT
Q0004,31,false,0.019314,11,HOT
Q0004,32,false,0.010530,31,COLD
Q0004,33,false,0.025152,8,HOT
Q0004,34,false,0.015430,21,WARM
Q0004,35,false,0.012371,27,COLD
Q0004,36,false,0.009541,34,COLD
Q0004,37,false,0.009630,33,COLD
Q0004,38,false,0.015596,19,WARM
Q0004,39,false,0.022643,9,HOT
Q0004,40,false,0.016588,15,HOT
Q0004,41,false,0.017044,12,HOT
Q0004,42,false,0.016827,14,HOT
Q0004,43,false,0.016571,16,HOT
Q0004,44,false,0.016994,13,HOT
Q0004,45,false,0.020984,10,HOT
Q0004,46,false,0.025509,7,HOT
Q0004,47,false,0.029043,5,HOT
Q0004,48,false,0.062014,4,HOT
Q0004,49,false,0.153915,1,HOT
Q0005,0,false,0.059344,5,HOT
Q0005,1,false,0.010225,23,WARM
Q0005,2,false,0.005261,42,COLD
Q0005,3,false,0.003737,48,COLD
Q0005,4,false,0.004088,47,COLD
Q0005,5,false,0.005512,40,COLD
Q0005,6,false,0.006481,35,COLD
Q0005,7,false,0.008148,30,COLD
Q0005,8,false,0.006764,34,COLD
Q0005,9,false,0.007788,31,COLD
Q0005,10,false,0.009574,27,COLD
Q0005,11,false,0.005259,43,COLD
Q0005,12,false,0.006013,37,COLD
Q0005,13,false,0.004867,44,COLD
Q0005,14,false,0.004732,45,COLD
Q0005,15,false,0.004273,46,COLD
Q0005,16,false,0.007383,32,COLD
Q0005,17,false,0.005962,38,COLD
Q0005,18,false,0.002746,49,COLD
Q0005,19,false,0.002553,50,COLD
Q0005,20,false,0.005403,41,COLD
Q0005,21,false,0.006071,36,COLD
Q0005,22,false,0.007173,33,COLD
Q0005,23,false,0.010368,22,WARM
Q0005,24,false,0.009869,25,COLD
Q0005,25,false,0.009813,26,COLD
Q0005,26,false,0.009508,29,COLD
Q0005,27,false,0.011668,19,WARM
Q0005,28,false,0.017043,12,HOT
Q0005,29,false,0.010728,21,WARM
Q0005,30,false,0.005811,39,COLD
Q0005,31,false,0.014401,18,WARM
Q0005,32,false,0.011388,20,WARM
Q0005,33,false,0.021716,8,HOT
Q0005,34,false,0.014677,17,WARM
Q0005,35,false,0.014780,16,HOT
Q0005,36,false,0.009947,24,WARM
Q0005,37,false,0.009523,28,COLD
Q0005,38,false,0.015550,15,HOT
Q0005,39,true,0.205363,1,HOT
Q0005,40,false,0.060937,4,HOT
Q0005,41,false,0.017712,10,HOT
Q0005,42,false,0.017615,11,HOT
Q0005,43,false,0.016781,14,HOT
Q0005,44,false,0.016952,13,HOT
Q0005,45,false,0.021273,9,HOT
Q0005,46,false,0.022110,7,HOT
Q0005,47,false,0.025995,6,HOT
Q0005,48,false,0.068480,3,HOT
Q0005,49,false,0.140634,2,HOT
Q0006,0,false,0.066638,4,HOT
Q0006,1,false,0.012045,23,WARM
Q0006,2,false,0.006779,37,COLD
Q0006,3,false,0.004833,48,COLD
Q0006,4,false,0.005301,45,COLD
Q0006,5,false,0.006325,40,COLD
Q0006,6,false,0.006730,38,COLD
Q0006,7,false,0.009452,31,COLD
Q0006,8,false,0.007606,34,COLD
Q0006,9,false,0.010000,30,COLD
Q0006,10,false,0.010983,27,COLD
Q0006,11,false,0.006565,39,COLD
Q0006,12,false,0.006299,41,COLD
Q0006,13,false,0.005433,44,COLD
Q0006,14,false,0.005121,46,COLD
Q0006,15,false,0.005536,43,COLD
Q0006,16,false,0.008192,33,COLD
Q0006,17,false,0.006226,42,COLD
Q0006,18,false,0.003192,50,COLD
Q0006,19,false,0.003373,49,COLD
Q0006,20,false,0.004951,47,COLD
Q0006,21,false,0.007425,35,COLD
Q0006,22,false,0.009328,32,COLD
Q0006,23,false,0.011809,25,COLD
Q0006,24,false,0.012194,22,WARM
Q0006,25,false,0.011902,24,WARM
Q0006,26,false,0.011550,26,COLD
Q0006,27,false,0.013829,19,WARM
Q0006,28,false,0.015886,15,HOT
Q0006,29,false,0.010345,29,COLD
Q0006,30,false,0.007248,36,COLD
Q0006,31,false,0.014867,17,WARM
Q0006,32,false,0.013049,21,WARM
Q0006,33,false,0.023231,11,HOT
Q0006,34,false,0.013732,20,WARM
Q0006,35,false,0.014324,18,WARM
Q0006,36,false,0.010839,28,COLD
Q0006,37,true,0.109526,2,HOT
Q0006,38,false,0.057392,5,HOT
Q0006,39,false,0.033128,6,HOT
Q0006,40,false,0.023478,10,HOT
Q0006,41,false,0.015034,16,HOT
Q0006,42,false,0.020074,12,HOT
Q0006,43,false,0.018030,13,HOT
Q0006,44,false,0.016922,14,HOT
Q0006,45,false,0.024182,9,HOT
Q0006,46,false,0.024923,8,HOT
Q0006,47,false,0.029506,7,HOT
Q0006,48,false,0.072840,3,HOT
Q0006,49,false,0.151826,1,HOT
Q0007,0,false,0.067889,4,HOT
Q0007,1,false,0.011438,25,COLD
Q0007,2,false,0.006421,40,COLD
Q0007,3,false,0.004167,48,COLD
Q0007,4,false,0.005007,47,COLD
Q0007,5,false,0.006048,42,COLD
Q0007,6,false,0.006981,37,COLD
Q0007,7,false,0.009202,31,COLD
Q0007,8,false,0.007457,35,COLD
Q0007,9,false,0.009139,32,COLD
Q0007,10,false,0.011030,28,COLD
Q0007,11,false,0.006585,38,COLD
Q0007,12,false,0.006184,41,COLD
Q0007,13,false,0.005110,45,COLD
Q0007,14,false,0.005616,43,COLD
Q0007,15,false,0.005317,44,COLD
Q0007,16,false,0.009405,30,COLD
Q0007,17,false,0.006443,39,COLD
Q0007,18,false,0.003545,49,COLD
Q0007,19,false,0.003074,50,COLD
Q0007,20,false,0.005018,46,COLD
Q0007,21,false,0.007598,34,COLD
Q0007,22,false,0.008901,33,COLD
Q0007,23,false,0.011404,26,COLD
Q0007,24,false,0.012848,22,WARM
Q0007,25,false,0.012372,23,WARM
Q0007,26,false,0.011634,24,WARM
Q0007,27,false,0.014075,19,WARM
Q0007,28,false,0.018388,11,HOT
Q0007,29,false,0.010565,29,COLD
Q0007,30,false,0.007356,36,COLD
Q0007,31,false,0.014282,18,WARM
Q0007,32,false,0.011381,27,COLD
Q0007,33,false,0.026366,7,HOT
Q0007,34,false,0.015565,17,WARM
Q0007,35,true,0.150043,1,HOT
Q0007,36,false,0.044457,5,HOT
Q0007,37,false,0.013732,20,WARM
Q0007,38,false,0.017777,13,HOT
Q0007,39,false,0.024488,8,HOT
Q0007,40,false,0.015671,16,HOT
Q0007,41,false,0.013250,21,WARM
Q0007,42,false,0.016340,15,HOT
Q0007,43,false,0.017939,12,HOT
Q0007,44,false,0.017125,14,HOT
Q0007,45,false,0.020311,10,HOT
Q0007,46,false,0.023494,9,HOT
Q0007,47,false,0.026902,6,HOT
Q0007,48,false,0.070885,3,HOT
Q0007,49,false,0.143775,2,HOT
Q0008,0,false,0.067754,4,HOT
Q0008,1,false,0.011089,25,COLD
Q0008,2,false,0.005951,42,COLD
Q0008,3,false,0.004572,48,COLD
Q0008,4,false,0.005077,44,COLD
Q0008,5,false,0.006410,37,COLD
Q0008,6,false,0.006066,40,COLD
Q0008,7,false,0.009102,33,COLD
Q0008,8,false,0.008177,34,COLD
Q0008,9,false,0.009291,30,COLD
Q0008,10,false,0.010675,28,COLD
Q0008,11,false,0.006059,41,COLD
Q0008,12,false,0.006343,38,COLD
Q0008,13,false,0.005289,43,COLD
Q0008,14,false,0.004956,46,COLD
Q0008,15,false,0.005066,45,COLD
Q0008,16,false,0.009152,32,COLD
Q0008,17,false,0.006249,39,COLD
Q0008,18,false,0.004303,49,COLD
Q0008,19,false,0.003452,50,COLD
Q0008,20,false,0.004876,47,COLD
Q0008,21,false,0.007701,35,COLD
Q0008,22,false,0.009190,31,COLD
Q0008,23,false,0.012135,23,WARM
Q0008,24,false,0.013352,21,WARM
Q0008,25,false,0.011977,24,WARM
Q0008,26,false,0.010827,26,COLD
Q0008,27,false,0.014082,18,WARM
Q0008,28,false,0.017894,13,HOT
Q0008,29,false,0.010725,27,COLD
Q0008,30,false,0.006894,36,COLD
Q0008,31,false,0.013981,19,WARM
Q0008,32,false,0.010631,29,COLD
Q0008,33,false,0.026140,7,HOT
Q0008,34,false,0.014924,17,WARM
Q0008,35,true,0.154502,1,HOT
Q0008,36,false,0.044510,5,HOT
Q0008,37,false,0.013662,20,WARM
Q0008,38,false,0.017352,14,HOT
Q0008,39,false,0.021970,9,HOT
Q0008,40,false,0.018481,11,HOT
Q0008,41,false,0.013110,22,WARM
Q0008,42,false,0.016942,15,HOT
Q0008,43,false,0.018389,12,HOT
Q0008,44,false,0.016778,16,HOT
Q0008,45,false,0.019894,10,HOT
Q0008,46,false,0.022925,8,HOT
Q0008,47,false,0.029494,6,HOT
Q0008,48,false,0.071516,3,HOT
Q0008,49,false,0.140115,2,HOT
Q0009,0,false,0.068605,4,HOT
Q0009,1,false,0.011338,25,COLD
Q0009,2,false,0.006644,38,COLD
Q0009,3,false,0.004357,48,COLD
Q0009,4,false,0.005181,46,COLD
Q0009,5,false,0.006499,39,COLD
Q0009,6,false,0.006430,40,COLD
Q0009,7,false,0.008978,32,COLD
Q0009,8,false,0.008053,34,COLD
Q0009,9,false,0.008982,31,COLD
Q0009,10,false,0.010624,27,COLD
Q0009,11,false,0.007021,35,COLD
Q0009,12,false,0.006289,41,COLD
Q0009,13,false,0.005298,44,COLD
Q0009,14,false,0.006224,43,COLD
Q0009,15,false,0.005182,45,COLD
Q0009,16,false,0.008593,33,COLD
Q0009,17,false,0.006252,42,COLD
Q0009,18,false,0.003315,49,COLD
Q0009,19,false,0.002960,50,COLD
Q0009,20,false,0.005032,47,COLD
Q0009,21,false,0.006709,37,COLD
Q0009,22,false,0.010008,30,COLD
Q0009,23,false,0.012654,21,WARM
Q0009,24,false,0.013296,20,WARM
Q0009,25,false,0.012441,23,WARM
Q0009,26,false,0.010947,26,COLD
Q0009,27,false,0.016270,17,WARM
Q0009,28,false,0.018789,11,HOT
Q0009,29,false,0.010433,28,COLD
Q0009,30,false,0.006923,36,COLD
Q0009,31,false,0.014758,18,WARM
Q0009,32,false,0.010345,29,COLD
Q0009,33,false,0.027248,6,HOT
Q0009,34,false,0.014515,19,WARM
Q0009,35,true,0.149123,1,HOT
Q0009,36,false,0.043302,5,HOT
Q0009,37,false,0.012610,22,WARM
Q0009,38,false,0.016476,13,HOT
Q0009,39,false,0.026690,8,HOT
Q0009,40,false,0.016345,16,HOT
Q0009,41,false,0.012374,24,WARM
Q0009,42,false,0.018438,12,HOT
Q0009,43,false,0.016423,14,HOT
Q0009,44,false,0.016397,15,HOT
Q0009,45,false,0.021929,10,HOT
Q0009,46,false,0.022627,9,HOT
Q0009,47,false,0.026970,7,HOT
Q0009,48,false,0.073227,3,HOT
Q0009,49,false,0.139876,2,HOT
Q0010,0,false,0.069750,3,HOT
Q0010,1,false,0.011931,24,WARM
Q0010,2,false,0.006290,42,COLD
Q0010,3,false,0.004240,48,COLD
Q0010,4,false,0.005122,47,COLD
Q0010,5,false,0.006548,40,COLD
Q0010,6,false,0.007005,37,COLD
Q0010,7,false,0.008514,31,COLD
Q0010,8,false,0.007465,34,COLD
Q0010,9,false,0.009183,30,COLD
Q0010,10,false,0.009743,29,COLD
Q0010,11,false,0.005872,43,COLD
Q0010,12,false,0.006479,41,COLD
Q0010,13,false,0.005150,46,COLD
Q0010,14,false,0.006871,38,COLD
Q0010,15,false,0.005350,45,COLD
Q0010,16,false,0.008442,32,COLD
Q0010,17,false,0.007286,35,COLD
Q0010,18,false,0.003429,49,COLD
Q0010,19,false,0.002914,50,COLD
Q0010,20,false,0.005782,44,COLD
Q0010,21,false,0.007098,36,COLD
Q0010,22,false,0.008412,33,COLD
Q0010,23,false,0.011401,27,COLD
Q0010,24,false,0.011784,26,COLD
Q0010,25,false,0.011917,25,COLD
Q0010,26,false,0.012291,21,WARM
Q0010,27,false,0.014544,18,WARM
Q0010,28,false,0.015739,17,WARM
Q0010,29,false,0.012236,22,WARM
Q0010,30,false,0.006686,39,COLD
Q0010,31,false,0.013590,19,WARM
Q0010,32,false,0.011042,28,COLD
Q0010,33,false,0.024528,8,HOT
Q0010,34,false,0.016083,15,HOT
Q0010,35,true,0.153277,1,HOT
Q0010,36,false,0.044701,5,HOT
Q0010,37,false,0.012640,20,WARM
Q0010,38,false,0.019469,12,HOT
Q0010,39,false,0.023704,9,HOT
Q0010,40,false,0.016296,14,HOT
Q0010,41,false,0.011937,23,WARM
Q0010,42,false,0.026093,7,HOT
Q0010,43,false,0.017301,13,HOT
Q0010,44,false,0.015801,16,HOT
Q0010,45,false,0.022050,11,HOT
Q0010,46,false,0.022423,10,HOT
Q0010,47,false,0.032367,6,HOT
Q0010,48,false,0.058402,4,HOT
Q0010,49,false,0.142822,2,HOT
Q0011,0,false,0.066601,3,HOT
Q0011,1,false,0.012246,23,WARM
Q0011,2,false,0.006505,38,COLD
Q0011,3,false,0.004423,48,COLD
Q0011,4,false,0.004746,47,COLD
Q0011,5,false,0.006225,40,COLD
Q0011,6,false,0.006469,39,COLD
Q0011,7,false,0.009421,31,COLD
Q0011,8,false,0.007668,36,COLD
Q0011,9,false,0.009529,30,COLD
Q0011,10,false,0.010121,29,COLD
Q0011,11,false,0.006011,41,COLD
Q0011,12,false,0.005898,42,COLD
Q0011,13,false,0.005570,43,COLD
Q0011,14,false,0.005450,44,COLD
Q0011,15,false,0.005209,45,COLD
Q0011,16,false,0.007976,34,COLD
Q0011,17,false,0.006634,37,COLD
Q0011,18,false,0.003503,49,COLD
Q0011,19,false,0.003256,50,COLD
Q0011,20,false,0.004855,46,COLD
Q0011,21,false,0.008093,33,COLD
Q0011,22,false,0.009145,32,COLD
Q0011,23,false,0.011503,26,COLD
Q0011,24,false,0.013639,21,WARM
Q0011,25,false,0.011507,25,COLD
Q0011,26,false,0.010654,27,COLD
Q0011,27,false,0.014563,18,WARM
Q0011,28,false,0.016452,16,HOT
Q0011,29,false,0.013557,22,WARM
Q0011,30,false,0.007873,35,COLD
Q0011,31,false,0.014449,19,WARM
Q0011,32,false,0.010408,28,COLD
Q0011,33,false,0.026691,8,HOT
Q0011,34,false,0.014126,20,WARM
Q0011,35,false,0.017759,15,HOT
Q0011,36,false,0.011872,24,WARM
Q0011,37,true,0.106600,2,HOT
Q0011,38,false,0.058601,5,HOT
Q0011,39,false,0.034725,7,HOT
Q0011,40,false,0.019355,11,HOT
Q0011,41,false,0.016305,17,WARM
Q0011,42,false,0.017875,14,HOT
Q0011,43,false,0.019095,12,HOT
Q0011,44,false,0.018317,13,HOT
Q0011,45,false,0.023331,10,HOT
Q0011,46,false,0.025623,9,HOT
Q0011,47,false,0.036910,6,HOT
Q0011,48,false,0.058717,4,HOT
Q0011,49,false,0.153940,1,HOT
Q0012,0,false,0.110295,2,HOT
Q0012,1,false,0.022880,9,HOT
Q0012,2,false,0.010299,28,COLD
Q0012,3,false,0.007797,42,COLD
Q0012,4,false,0.007950,41,COLD
Q0012,5,false,0.009000,37,COLD
Q0012,6,false,0.010099,30,COLD
Q0012,7,false,0.013485,18,WARM
Q0012,8,false,0.011888,22,WARM
Q0012,9,false,0.013897,17,WARM
Q0012,10,true,0.069536,4,HOT
Q0012,11,false,0.022428,10,HOT
Q0012,12,false,0.009889,32,COLD
Q0012,13,false,0.007004,45,COLD
Q0012,14,false,0.007071,44,COLD
Q0012,15,false,0.007084,43,COLD
Q0012,16,false,0.009273,34,COLD
Q0012,17,false,0.006394,46,COLD
Q0012,18,false,0.004501,49,COLD
Q0012,19,false,0.004496,50,COLD
Q0012,20,false,0.006087,47,COLD
Q0012,21,false,0.008710,39,COLD
Q0012,22,false,0.009476,33,COLD
Q0012,23,false,0.011750,23,WARM
Q0012,24,false,0.012391,21,WARM
Q0012,25,false,0.011628,24,WARM
Q0012,26,false,0.009171,36,COLD
Q0012,27,false,0.009999,31,COLD
Q0012,28,false,0.011185,25,COLD
Q0012,29,false,0.010679,27,COLD
Q0012,30,false,0.005716,48,COLD
Q0012,31,false,0.013034,20,WARM
Q0012,32,false,0.008992,38,COLD
Q0012,33,false,0.019548,12,HOT
Q0012,34,false,0.010793,26,COLD
Q0012,35,false,0.010253,29,COLD
Q0012,36,false,0.008326,40,COLD
Q0012,37,false,0.009257,35,COLD
Q0012,38,false,0.013422,19,WARM
Q0012,39,false,0.021219,11,HOT
Q0012,40,false,0.014636,15,HOT
Q0012,41,false,0.014131,16,HOT
Q0012,42,false,0.025465,7,HOT
Q0012,43,false,0.016033,14,HOT
Q0012,44,false,0.019051,13,HOT
Q0012,45,false,0.023360,8,HOT
Q0012,46,false,0.026432,6,HOT
Q0012,47,false,0.036596,5,HOT
Q0012,48,false,0.070019,3,HOT
Q0012,49,false,0.167375,1,HOT
Q0013,0,false,0.069082,3,HOT
Q0013,1,false,0.011872,25,COLD
Q0013,2,false,0.006306,40,COLD
Q0013,3,false,0.004548,48,COLD
Q0013,4,false,0.005305,46,COLD
Q0013,5,false,0.005960,42,COLD
Q0013,6,false,0.006295,41,COLD
Q0013,7,false,0.008422,33,COLD
Q0013,8,false,0.007337,36,COLD
Q0013,9,false,0.009083,31,COLD
Q0013,10,false,0.011130,28,COLD
Q0013,11,false,0.007586,34,COLD
Q0013,12,false,0.006618,38,COLD
Q0013,13,false,0.005437,45,COLD
Q0013,14,false,0.005635,43,COLD
Q0013,15,false,0.004924,47,COLD
Q0013,16,false,0.010636,30,COLD
Q0013,17,false,0.007443,35,COLD
Q0013,18,false,0.003815,49,COLD
Q0013,19,false,0.003158,50,COLD
Q0013,20,false,0.005538,44,COLD
Q0013,21,false,0.006915,37,COLD
Q0013,22,false,0.008422,32,COLD
Q0013,23,false,0.012621,23,WARM
Q0013,24,false,0.013108,22,WARM
Q0013,25,false,0.012519,24,WARM
Q0013,26,false,0.011451,26,COLD
Q0013,27,false,0.013533,18,WARM
Q0013,28,false,0.018726,12,HOT
Q0013,29,false,0.010775,29,COLD
Q0013,30,false,0.006615,39,COLD
Q0013,31,false,0.013978,17,WARM
Q0013,32,false,0.011242,27,COLD
Q0013,33,false,0.023580,9,HOT
Q0013,34,false,0.013506,19,WARM
Q0013,35,true,0.159635,1,HOT
Q0013,36,false,0.042900,5,HOT
Q0013,37,false,0.013180,21,WARM
Q0013,38,false,0.017468,13,HOT
Q0013,39,false,0.023253,10,HOT
Q0013,40,false,0.015469,16,HOT
Q0013,41,false,0.013403,20,WARM
Q0013,42,false,0.028016,6,HOT
Q0013,43,false,0.016198,15,HOT
Q0013,44,false,0.016768,14,HOT
Q0013,45,false,0.020855,11,HOT
Q0013,46,false,0.023970,8,HOT
